,Time,Left_motor,Right_motor
0,1635948577.4223473,-0.0,0.0
1,1635948577.4894714,0.005950928097590805,0.005950928097590805
2,1635948577.5553803,0.08331299990415574,0.02975465029478073
3,1635948577.6213956,0.005950928097590805,0.07141113862395287
4,1635948577.6874096,0.06546021088957787,0.04760742478072644
5,1635948577.7525728,0.12496949404478074,0.11306763857603074
6,1635948577.8186178,0.2618408435583115,0.24398806035518647
7,1635948577.8857455,0.42251591563224794,0.565338181257248
8,1635948577.9841537,0.755767868757248,0.9580994582176209
9,1635948578.0499759,0.9997559523582459,1.309204194545746
10,1635948578.116098,1.315155122280121,1.8090822172164918
11,1635948578.182272,1.5769960355758668,2.100677676200867
12,1635948578.2475882,1.7793275785446168,2.433929629325867
13,1635948578.313444,1.9102479887008668,2.612457461357117
14,1635948578.3801222,2.118530459403992,2.142334170341492
15,1635948578.4451654,2.320862002372742,2.350616641044617
16,1635948578.5110383,2.368469424247742,2.535095400810242
17,1635948578.5782807,2.136383242607117,2.100677676200867
18,1635948578.6436982,2.183990664482117,2.433929629325867
19,1635948578.7096581,2.326812930107117,2.332763857841492
20,1635948578.7757215,2.273254580497742,2.094726748466492
21,1635948578.8422387,2.047119326591492,1.9102479887008668
22,1635948578.9082005,1.9935609769821168,1.9816591215133668
23,1635948578.974514,1.8507387113571168,2.005462832450867
24,1635948579.0405498,1.7138673734664918,1.5829469633102418
25,1635948579.1060987,1.8626405668258668,1.4936830472946168
26,1635948579.1721547,1.9161989164352418,1.8150331449508668
27,1635948579.2379851,1.6305543851852418,1.2913515043258668
28,1635948579.303954,1.5710451078414918,1.8269350004196168
29,1635948579.3703911,1.6781618070602418,1.3687135648727418
30,1635948579.4363298,1.7614747953414918,1.3032533597946168
31,1635948579.502505,1.7436220121383668,2.023315615653992
32,1635948579.5685017,1.7852785062789918,1.6722108793258668
33,1635948579.6342432,1.8328859281539918,1.7257692289352418
34,1635948579.7000947,1.9102479887008668,1.6960145902633668
35,1635948579.7660508,2.035217471122742,1.8328859281539918
36,1635948579.83163,2.201843447685242,1.9281007719039918
37,1635948579.8975744,2.469635195732117,2.243499941825867
38,1635948579.964039,2.231598086357117,2.570800967216492
39,1635948580.0306594,2.219696230888367,2.076873965263367
40,1635948580.1289103,2.416076846122742,2.517242617607117
41,1635948580.1943223,2.237549014091492,2.303009219169617
42,1635948580.2609906,2.475586123466492,2.243499941825867
43,1635948580.3265681,2.255401797294617,2.570800967216492
44,1635948580.3924599,2.189941592216492,2.118530459403992
45,1635948580.458926,2.410125918388367,2.094726748466492
46,1635948580.5255337,2.261352725028992,2.427978701591492
47,1635948580.5912395,1.9757081937789918,2.326812930107117
48,1635948580.656855,2.189941592216492,1.9995119047164918
49,1635948580.7220297,2.416076846122742,2.154236025810242
50,1635948580.7886662,2.166137881278992,2.541046328544617
51,1635948580.8552818,2.332763857841492,2.148285098075867
52,1635948580.9212098,2.535095400810242,2.779083437919617
53,1635948580.9871032,2.326812930107117,2.332763857841492
54,1635948581.052928,2.648163027763367,2.689819521903992
55,1635948581.1186497,2.535095400810242,2.779083437919617
56,1635948581.1846743,2.499389834403992,2.546997256278992
57,1635948581.2506602,2.856445498466492,2.594604678153992
58,1635948581.3161612,2.648163027763367,2.927856631278992
59,1635948581.3826835,2.535095400810242,2.862396426200867
60,1635948581.448689,2.660064883232117,2.618408389091492
61,1635948581.5155087,2.844543642997742,2.648163027763367
62,1635948581.6133776,2.749328799247742,2.558899111747742
63,1635948581.6796474,2.433929629325867,2.677917666435242
64,1635948581.7461782,2.594604678153992,2.779083437919617
65,1635948581.811963,2.701721377372742,2.529144473075867
66,1635948581.8779001,2.326812930107117,2.546997256278992
67,1635948581.9443092,2.737426943778992,2.761230654716492
68,1635948582.0100358,2.386322207450867,2.410125918388367
69,1635948582.076329,2.505340762138367,2.743377871513367
70,1635948582.1422648,2.707672305107117,2.475586123466492
71,1635948582.2085228,2.439880557060242,2.606506533622742
72,1635948582.3072934,2.499389834403992,2.642212100028992
73,1635948582.3736627,2.719574160575867,2.820739932060242
74,1635948582.4393754,2.868347353935242,2.457733340263367
75,1635948582.5048094,2.600555605888367,2.624359316825867
76,1635948582.5701265,2.558899111747742,2.802887148857117
77,1635948582.6364744,2.689819521903992,2.588653750419617
78,1635948582.7022753,2.773132510185242,2.511291689872742
79,1635948582.7688704,2.493438906669617,2.838592715263367
80,1635948582.8345659,2.636261172294617,2.558899111747742
81,1635948582.9008343,2.779083437919617,2.511291689872742
82,1635948582.9665473,2.451782412528992,2.785034365653992
83,1635948583.0327876,2.677917666435242,2.362518496513367
84,1635948583.0991156,2.642212100028992,2.642212100028992
85,1635948583.1646063,2.487487978935242,2.541046328544617
86,1635948583.230768,2.701721377372742,2.457733340263367
87,1635948583.2969866,2.666015810966492,2.850494570732117
88,1635948583.3625271,2.427978701591492,2.398224062919617
89,1635948583.429138,2.779083437919617,2.469635195732117
90,1635948583.4951649,2.576751894950867,2.666015810966492
91,1635948583.561156,2.457733340263367,2.410125918388367
92,1635948583.6263936,2.802887148857117,2.707672305107117
93,1635948583.6925526,2.552948184013367,2.654113955497742
94,1635948583.7583725,2.499389834403992,2.386322207450867
95,1635948583.825428,2.689819521903992,2.856445498466492
96,1635948583.8914297,2.600555605888367,2.546997256278992
97,1635948583.9565377,2.457733340263367,2.416076846122742
98,1635948584.0224495,2.779083437919617,2.773132510185242
99,1635948584.0882854,2.439880557060242,2.410125918388367
100,1635948584.1554222,2.541046328544617,2.558899111747742
101,1635948584.2208664,2.666015810966492,2.749328799247742
102,1635948584.28614,2.451782412528992,2.404174990653992
103,1635948584.3532825,2.695770449638367,2.737426943778992
104,1635948584.419191,2.636261172294617,2.773132510185242
105,1635948584.4845812,2.469635195732117,2.332763857841492
106,1635948584.5507965,2.707672305107117,2.695770449638367
107,1635948584.6174078,2.701721377372742,2.743377871513367
108,1635948584.715752,2.707672305107117,2.785034365653992
109,1635948584.78168,2.487487978935242,2.386322207450867
110,1635948584.847204,2.624359316825867,2.642212100028992
111,1635948584.9141035,2.755279726982117,2.755279726982117
112,1635948584.9802516,2.422027773857117,2.505340762138367
113,1635948585.04654,2.743377871513367,2.725525088310242
114,1635948585.112194,2.546997256278992,2.636261172294617
115,1635948585.1778197,2.535095400810242,2.439880557060242
116,1635948585.2446213,2.808838076591492,2.862396426200867
117,1635948585.309795,2.600555605888367,2.535095400810242
118,1635948585.3753834,2.427978701591492,2.487487978935242
119,1635948585.4416492,2.814789004325867,2.820739932060242
120,1635948585.507907,2.606506533622742,2.493438906669617
121,1635948585.573345,2.546997256278992,2.505340762138367
122,1635948585.6399562,2.790985293388367,2.755279726982117
123,1635948585.707327,2.624359316825867,2.451782412528992
124,1635948585.7723796,2.552948184013367,2.588653750419617
125,1635948585.837398,2.826690859794617,3.046875185966492
126,1635948585.9033744,3.040924258232117,3.1301883602142335
127,1635948585.9699352,3.1242374324798585,3.1301883602142335
128,1635948586.0354943,3.1896976375579835,3.2730106258392335
129,1635948586.102262,3.1539920711517335,3.2254032039642335
130,1635948586.1677613,3.0944827938079835,3.1301883602142335
131,1635948586.2337368,2.9695133113861085,2.9457096004486085
132,1635948586.2993684,3.0706790828704835,2.9873660945892335
133,1635948586.3662586,3.1956485652923585,3.1837467098236085
134,1635948586.431952,3.3265689754486085,3.3087161922454835
